old,new
nappé,napé
nettoierez,nétoierez
nommerait,nomerait
occultant,ocultant
offensera,ofensera
officialisé,oficialisé
offusquerai,ofusquerai
opprimez,oprimez
papillonne,papillone
parcourrai,parcourai
pardonna,pardona
pardonneriez,pardoneriez
parrainait,parainait
pharma,farma
pistonnée,pistonée
plafonné,plafoné
polluez,poluez
polykystique,polikistique
polynésienne,polinésiène
postillonné,postilloné
pouponnage,pouponage
pouponné,pouponé
programmerai,programerai
préoccupera,préocupera
psychanalysé,psicanalisé
péronnelle,péronèle
quarre,quare
questionnant,questionant
rabatte,rabate
rabattent,rabatent
rabattra,rabatra
raccommodé,racomodé
raccompagnent,racompagnent
raccourcira,racourcira
raccrochant,racrochant
raccrochera,racrochera
raccrochée,racrochée
raffolez,rafolez
rallierons,ralierons
ramollissait,ramolissait
rançonne,rançone
rappelai,rapelai
rappliquera,rapliquera
rapprochèrent,raprochèrent
rattraperaient,ratraperaient
rebellais,rebélais
rebellèrent,rebélèrent
recommandaient,recomandaient
redonnerait,redonerait
refrappe,refrape
remettraient,remétraient
reprogrammée,reprogramée
resserrera,ressèrera
rhizopus,rizopus
ronronné,ronroné
réapparurent,réaparurent
réapprovisionne,réaprovisione
réapprovisionné,réaprovisioné
réchaufferait,réchauferait
réhabilite,réabilite
réinstalle,réinstale
réinstallé,réinstalé
réquisitionnée,réquisitionée
saccagez,sacagez
saccarose,sacarose
savonnée,savonée
scythe,scite
sectionnant,sectionant
sermonnant,sermonant
serraient,séraient
shipping,shiping
siffliez,sifliez
sillonnait,sillonait
siphonnait,sifonait
sociopathie,sociopatie
sonniez,soniez
sonnons,sonons
souffriraient,soufriraient
souffrirent,soufrirent
soumettront,soumétront
soupçonna,soupçona
soupçonnerais,soupçonerais
squattait,squatait
styler,stiler
supplantent,suplantent
supposeront,suposeront
symbolisaient,simbolisaient
symbolisée,simbolisée
sympathisez,simpatisez
synchronisera,sincronisera
synthétise,sintétise
terrée,térée
tourbillonnaient,tourbillonaient
transmettrait,transmétrait
trimballais,trimbalais
trimballée,trimbalée
triompherai,trionferai
triomphez,trionfez
trottaient,trotaient
vanna,vana
visionnant,visionant
visionnera,visionera
visionnons,visionons
véhiculant,véiculant
véhiculée,véiculée
zippé,zipé
échauffais,échaufais
écoeurent,équeurent
émettrai,émétrai
époxy,époxi
étonneront,étoneront
étoufferez,étouferez
abattirent,abatirent
abattraient,abatraient
abhorrez,aborez
abonnez,abonez
acadienne,acadiène
accablaient,acablaient
acclameront,aclameront
accolé,acolé
accommodée,acomodée
accompagnai,acompagnai
accosterez,acosterez
accouchaient,acouchaient
accoudée,acoudée
accoupleront,acoupleront
accourrai,acourai
accoutume,acoutume
accueillirent,acueillirent
accusai,acusai
accuseraient,acuseraient
accuseriez,acuseriez
acquitterait,acquiterait
acquitterez,acquiterez
adhérais,adérais
adhérant,adérant
admettions,admétions
admettriez,admétriez
affaissait,afaissait
affamait,afamait
affecta,afecta
affecterai,afecterai
affectons,afectons
affirmaient,afirmaient
affirmeront,afirmeront
affligea,afligea
affligez,afligez
affronta,afronta
affuble,afuble
affublée,afublée
aiguillonne,aiguillone
alexithymie,alexitimie
allongeaient,alongeaient
allumerait,alumerait
allégué,alégué
ambitionne,ambitione
analyseront,analiseront
annoncèrent,anoncèrent
antipersonnelle,antipersonèle
apparaissais,aparaissais
apparaitrai,aparaitrai
apparaitrez,aparaitrez
apparentent,aparentent
appauvrit,apauvrit
applaudirait,aplaudirait
apportèrent,aportèrent
apprivoisez,aprivoisez
approuverons,aprouverons
approvisionnons,aprovisionons
arriment,ariment
arthurienne,arthuriène
assommerai,assomerai
attelée,atelée
attendrions,atendrions
attendîmes,atendîmes
attribuerait,atribuerait
attristez,atristez
atténuez,aténuez
auditionnée,auditionée
authentifiez,autentifiez
barraient,baraient
barrant,barant
barreront,bareront
barrissant,barissant
betting,béting
bichonnez,bichonez
bichonné,bichoné
bidonnais,bidonais
bleuette,bleuète
bouffable,boufable
bouffiez,boufiez
boulonné,bouloné
bourgeonnante,bourgeonante
bourgeonne,bourgeone
bourraient,bouraient
bourrant,bourant
broncho,bronco
cantonnez,cantonez
carcharodon,carcarodon
caribéenne,caribéène
cartonnée,cartonée
caterpillar,caterpilar
chantonnant,chantonant
chantonné,chantoné
chaperonné,chaperoné
charriais,chariais
charriée,chariée
chauffais,chaufais
chiroptère,quiroptère
choppent,chopent
coffrerai,cofrerai
collaboraient,colaboraient
colleté,coleté
collure,colure
combattirent,combatirent
commanderons,comanderons
commettraient,cométraient
communiqueront,comuniqueront
commérer,comérer
compromettaient,comprométaient
congestionné,congestioné
connaitrions,conaitrions
consommaient,consomaient
consommeront,consomeront
contrecarré,contrecaré
contrecarrée,contrecarée
corrigerait,corigerait
crayonnait,crayonait
desserrent,dessèrent
desserrons,dessérons
diffusaient,difusaient
différencié,diférencié
distillez,distilez
dynamitez,dinamitez
déboutonnait,déboutonait
déchiffrant,déchifrant
déchiffrez,déchifrez
décoiffera,décoifera
déconnectiez,déconectiez
déconnection,déconection
déconnerai,déconerai
dégommez,dégomez
dégriffer,dégrifer
démarra,démara
désarrimez,désarimez
déterreront,détèreront
détonnant,détonant
développerait,déveloperait
développèrent,dévelopèrent
effacerez,éfacerez
effondrez,éfondrez
effraierez,éfraierez
effrayerais,éfrayerais
embarrassait,embarassait
encapuchonnée,encapuchonée
encryptage,encriptage
endommagerait,endomagerait
endommagerez,endomagerez
engouffrent,engoufrent
enrubannée,enrubanée
enterriez,entériez
errerai,èrerai
espionnaient,espionaient
exhala,exala
façonnent,façonent
façonnerez,façonerez
ferra,féra
ferrait,férait
ferre,fère
flattait,flatait
flattant,flatant
fonctionnais,fonctionais
fouettant,fouétant
fouetterait,fouèterait
fourriez,fouriez
frapperiez,fraperiez
frissonnent,frissonent
garrotté,garoté
gerris,géris
goddam,godam
gommette,gomète
grammer,gramer
grappillées,grapillées
grattera,gratera
grattée,gratée
griffonnant,grifonant
griffonnée,grifonée
guerroyé,guéroyé
hibernait,ibernait
hideusement,ideusement
histopathologie,histopatologie
homogénéisée,omogénéisée
honnie,honie
honora,onora
honorant,onorant
honoreront,onoreront
humanise,umanise
humectée,umectée
hypercoagulabilité,hipercoagulabilité
hyperkaliémie,iperkaliémie
hypertrichose,ipertricose
hypnotisait,ipnotisait
hypocalcémie,ipocalcémie
hypogonadisme,ipogonadisme
hystériquement,istériquement
héritait,éritait
immergez,imergez
immolent,imolent
immortalisée,imortalisée
immunisent,imunisent
incommodée,incomodée
inhalant,inalant
innocentant,inocentant
installions,instalions
institutionnalisé,institutionalisé
insufflait,insuflait
insufflant,insuflant
interraciale,intéraciale
interrogerait,intérogerait
interrompais,intérompais
interromprai,intéromprai
ippon,ipon
irradiait,iradiait
irriguée,iriguée
kidnappiez,kidnapiez
klaxonna,klaxona
lithotripsie,litotripsie
mam'zelle,mam'zèle
marmonnent,marmonent
mentionnaient,mentionaient
mitonne,mitone
moho,moo
molli,moli
monnayé,monayé
morpho,morfo
moudjahiddine,moudjahidine
narré,naré
nasopharynx,nasofarinx
neptunienne,neptuniène
nourrissiez,nourissiez
occuperions,ocuperions
oesophagiennes,eusofagiènes
oeuvrera,euvrera
oeuvrez,euvrez
offensa,ofensa
official,oficial
officialise,oficialise
offusquant,ofusquant
omettrai,ométrai
opposèrent,oposèrent
orchestrait,orquestrait
outrageux,outrageus
oxymétrie,oximétrie
papillonnait,papillonait
paquette,paquète
paralysait,paralisait
paraphée,parafée
parrainée,parainée
passionnerait,passionerait
patronné,patroné
patronnée,patronée
pavlovienne,pavloviène
permettiez,permétiez
personnifiait,personifiait
pessah,pessa
photographia,fotografia
photographiant,fotografiant
pixellisés,pixélisés
polyacrylate,poliacrilate
polynésien,polinésien
positionnent,positionent
postillonnez,postillonez
pouponne,poupone
pourrirait,pourirait
pourrissons,pourissons
promettra,prométra
prométhéen,prométéen
prénommais,prénomais
préoccuperai,préocuperai
préprogrammée,préprogramée
présélectionné,présélectioné
pyréthrine,pirétrine
pépettes,pépètes
querellait,querélait
raccordant,racordant
raccrochons,racrochons
radiodiffusé,radiodifusé
radiographié,radiografié
raffermira,rafermira
ralliait,raliait
rallongent,ralongent
rapporterons,raporterons
rapprochiez,raprochiez
rattachera,ratachera
rattachez,ratachez
rattrapaient,ratrapaient
rayonnais,rayonais
rayonneur,rayoneur
rebattez,rebatez
rebellaient,rebélaient
rebellait,rebélait
rebellez,rebélez
rebiffent,rebifent
recollent,recolent
recommençant,recomençant
reconnectez,reconectez
reconnurent,reconurent
redonna,redona
redonnant,redonant
regretteraient,regrèteraient
rembarrée,rembarée
repositionnent,repositionent
reprogramment,reprograment
reverraient,revéraient
rhabillais,rabillais
ronronnait,ronronait
réaffirmée,réafirmée
réchauffaient,réchaufaient
réchauffant,réchaufant
réchauffons,réchaufons
réhabilitée,réabilitée
réquisitionnons,réquisitionons
salvadorienne,salvadoriène
sanctionnera,sanctionera
savonnant,savonant
scellera,scèlera
sermonnée,sermonée
sillonnais,sillonais
sniffent,snifent
solutionneur,solutioneur
sommeillais,someillais
souffririez,soufririez
souffris,soufris
squattez,squatez
succomberait,sucomberait
succombez,sucombez
suffoquera,sufoquera
suffoquez,sufoquez
supplantait,suplantait
supposaient,suposaient
supprimeraient,suprimeraient
surnomma,surnoma
symbolisera,simbolisera
syndique,sindique
synergétique,sinergétique
syro,siro
sélectionnait,sélectionait
talonné,taloné
tamponnent,tamponent
tannerai,tanerai
terraient,téraient
terrorisaient,térorisaient
thrombosé,trombosé
thymectomie,timectomie
théologiquement,téologiquement
tomographe,tomografe
tranquillisé,tranquilisé
tranquillisée,tranquilisée
transmettaient,transmétaient
transmettais,transmétais
triompheront,trionferont
triomphions,trionfions
trottez,trotez
truffant,trufant
tyrannise,tiranise
tyroliennes,tyroliènes
télégraphierai,télégrafierai
téléphonerons,téléfonerons
véhiculait,véiculait
zeppelins,zèpelins
éprennent,éprènent
étonneraient,étoneraient
étouffaient,étoufaient
étoufferons,étouferons
étoufferont,étouferont
étouffeur,étoufeur
abandonneraient,abandoneraient
abattais,abatais
abattriez,abatriez
abstienne,abstiène
abstiennent,abstiènent
accaparez,acaparez
acclimatez,aclimatez
acclimaté,aclimaté
accommoderez,acomoderez
accompagnions,acompagnions
accomplissais,acomplissais
accomplissiez,acomplissiez
accoude,acoude
accourant,acourant
accrocha,acrocha
accrocheront,acrocheront
accrochions,acrochions
accrochèrent,acrochèrent
accroupissent,acroupissent
accrut,acrut
accueilleriez,acueilleriez
accuserons,acuserons
actionnant,actionant
additionnez,aditionez
adhéra,adéra
admettrons,admétrons
adonnant,adonant
adonnée,adonée
affaiblissons,afaiblissons
affecteraient,afecteraient
affermi,afermi
affermira,afermira
affichais,afichais
affinera,afinera
affleure,afleure
affluait,afluait
affolait,afolait
affrontiez,afrontiez
affrontèrent,afrontèrent
affublent,afublent
alliera,aliera
allierait,alierait
allium,alium
allongeai,alongeai
allumerons,alumerons
allumèrent,alumèrent
allégeant,alégeant
alléguant,aléguant
ambitionnais,ambitionais
amerrit,amérit
amidonnent,amidonent
amidonnez,amidonez
amidonnée,amidonée
amygdalien,amigdalien
analysaient,analisaient
anesthésions,anestésions
annexant,anexant
annexée,anexée
annonçai,anonçai
annote,anote
annoté,anoté
annuleraient,anuleraient
antimigraineux,antimigraineus
apparaitraient,aparaitraient
apparentait,aparentait
appartiendrai,apartiendrai
appauvrissez,apauvrissez
applaudiraient,aplaudiraient
applaudirez,aplaudirez
applaudirons,aplaudirons
applaudissiez,aplaudissiez
appliquerons,apliquerons
appointé,apointé
apportai,aportai
approchèrent,aprochèrent
approfondisse,aprofondisse
approprieront,aproprieront
appropriez,apropriez
approvisionnait,aprovisionait
appréhendera,apréendera
appréhendons,apréendons
appâtent,apâtent
appâtez,apâtez
arrogé,arogé
arrosera,arosera
arroserait,aroserait
assommiez,assomiez
attablé,atablé
attablée,atablée
attachai,atachai
attacheront,atacheront
attaquerions,ataquerions
attardera,atardera
attarderai,atarderai
attarderait,atarderait
attela,atela
attelait,atelait
attentant,atentant
atterre,atère
attifée,atifée
attireraient,atireraient
attirions,atirions
attrapèrent,atrapèrent
attribueront,atribueront
auditionnera,auditionera
auditionnerais,auditionerais
babylonienne,babyloniène
badigeonne,badigeone
badigeonnerai,badigeonerai
bagarrerais,bagarerais
ballotte,balote
ballotter,baloter
bannirent,banirent
bannisse,banisse
barbotte,barbote
bastonneurs,bastoneurs
bichonnait,bichonait
bichonnerai,bichonerai
bichonnée,bichonée
biffé,bifé
bostonienne,bostoniène
boufferez,bouferez
bourgeonnait,bourgeonait
bourgeonné,bourgeoné
bourrera,bourera
bourrerai,bourerai
bourrons,bourons
boycotté,boycoté
braconne,bracone
braconnez,braconez
braconné,braconé
bâillonnerait,bâillonerait
cachetonne,cachetone
capitonné,capitoné
carrelé,carelé
carrelée,carelée
carrossée,carossée
catastrophée,catastrofée
cautionnent,cautionent
cautionnerait,cautionerait
chantonnait,chantonait
charriait,chariait
chiasseux,chiasseus
chiffrant,chifrant
chiffrent,chifrent
cholera,colera
choppons,chopons
cohabiteraient,coabiteraient
cohabitiez,coabitiez
collaborerez,colaborerez
collationne,colatione
combattriez,combatriez
combattît,combatît
commandions,comandions
commençâmes,començâmes
communiait,comuniait
communiquerez,comuniquerez
communiquions,comuniquions
commué,comué
compromettait,comprométait
conditionnait,conditionait
conditionnant,conditionant
confectionne,confectione
confectionnez,confectionez
confectionnée,confectionée
conquerrons,conquérons
consomma,consoma
coordonnaient,coordonaient
coprophilie,coprofilie
cordonnées,cordonées
correspondiez,corespondiez
correspondions,corespondions
correspondrons,corespondrons
corrigeant,corigeant
corrigerons,corigerons
corroboraient,coroboraient
corroborait,coroborait
corroborées,coroborées
corrompais,corompais
corrompra,corompra
cosméticienne,cosméticiène
couillonné,couilloné
couronnerai,couronerai
couronnerons,couronerons
courrions,courions
courrouce,courouce
courroucée,couroucée
cramponnait,cramponait
cramponneront,cramponeront
cristallomancie,cristalomancie
crottée,crotée
crétineux,crétineus
cybernétiser,cibernétiser
cyclorama,ciclorama
céphalopode,céfalopode
cérébelleuse,cérébéleuse
dactyloptères,dactiloptères
descellera,descèlera
descellé,descélé
descellée,descélée
desselle,dessèle
diffusais,difusais
différenciera,diférenciera
différentie,diférentie
donnât,donât
dynamitons,dinamitons
déballait,débalait
déballant,débalant
déballera,débalera
débarrassaient,débarassaient
débattaient,débataient
débattais,débatais
débattrais,débatrais
débattrait,débatrait
décollaient,décolaient
déconnectons,déconectons
décrottent,décrotent
dégommera,dégomera
dégommée,dégomée
démarraient,démaraient
démarrerai,démarerai
démissionnait,démissionait
démissionnant,démissionant
démissionneront,démissioneront
dépannerais,dépanerais
dépersonnalisé,dépersonalisé
désarrimé,désarimé
déshonorerai,désonorerai
déshéritera,déséritera
déshériterait,désériterait
déterrait,détérait
déterrions,détérions
déterrons,détérons
développerai,déveloperai
effaceraient,éfaceraient
effaça,éfaça
effectua,éfectua
effectuaient,éfectuaient
effilochée,éfilochée
effondrai,éfondrai
efforça,éforça
effrité,éfrité
embarrassa,embarassa
