old,new,rank
laryngologique,laringologique,123454
lausannoises,lausanoises,123478
lettreur,lètreur,123527
lettriques,lètriques,123530
lettristes,lètristes,123531
leurrait,leurait,123534
lichotter,lichoter,123573
lithographié,litografié,123694
livoniennes,livoniènes,123715
logosphère,logosfère,123748
logothètes,logotètes,123749
loquette,loquète,123786
lotionnés,lotionés,123811
louloutte,louloute,123842
loupiotte,loupiote,123848
lunetteux,lunèteus,123901
lunetté,lunèté,123902
lutterions,luterions,123930
luttât,lutât,123931
lyriser,liriser,123952
machinchouette,machinchouète,124030
malienne,maliène,124165
mallophages,malofages,124171
mangonneaux,mangoneaus,124234
mannequine,manequine,124263
mannezingue,manezingue,124264
manoeuvra,maneuvra,124265
manoeuvrant,maneuvrant,124266
manoeuvrent,maneuvrent,124267
manoeuvrèrent,maneuvrèrent,124273
maquignonne,maquignone,124303
maquignonné,maquignoné,124304
margotte,margote,124360
margottons,margotons,124361
marmonnaient,marmonaient,124404
marmottages,marmotages,124407
marmottait,marmotait,124408
marmottant,marmotant,124409
marmotté,marmoté,124412
maronné,maroné,124425
marrerait,marerait,124443
marronnais,maronais,124444
marronner,maroner,124446
marronnera,maronera,124447
marronné,maroné,124448
martyrisaient,martirisaient,124470
martyrisant,martirisant,124471
mauricienne,mauriciène,124579
mauritanienne,mauritaniène,124580
maurrassien,maurassien,124581
maurrassisme,maurassisme,124582
maçonnant,maçonant,124599
maçonnent,maçonent,124601
maçonné,maçoné,124604
maçonnée,maçonée,124605
melliflues,mèliflues,124616
mentionnai,mentionai,124640
meusienne,meusiène,124712
meusienne,meusiène,124713
michetonne,michetone,124725
michetonneuse,michetoneuse,124728
microcassette,microcassète,124732
mielle,mièle,124743
mignonnement,mignonement,124756
milésiennes,milésiènes,124784
miquette,miquète,124822
missionna,missiona,124853
mitonnaient,mitonaient,124881
mitonnait,mitonait,124882
mitonnant,mitonant,124883
mitonnent,mitonent,124884
mitonnerait,mitonerait,124885
mitonnée,mitonée,124886
mnémotechnie,mnémotecnie,124910
moissonnait,moissonait,124977
moissonnant,moissonant,124978
mollissaient,molissaient,124999
mollissant,molissant,125000
mollisse,molisse,125001
mominette,mominète,125014
monnaiera,monaiera,125037
monnaya,monaya,125038
monnayant,monayant,125040
monnayée,monayée,125041
moquetté,moquété,125097
moquettées,moquétées,125098
morcellent,morcèlent,125120
mosellane,mosèlane,125202
mottereau,motereau,125215
mouronne,mourone,125269
mouronner,mouroner,125270
moutonnaient,moutonaient,125290
moutonnait,moutonait,125291
moutonnent,moutonent,125299
mozartiennes,mozartiènes,125309
muettement,muètement,125320
muguette,muguète,125332
muscadelle,muscadèle,125403
musellerait,musèlerait,125411
muserolle,muserole,125413
mussolinienne,mussoliniène,125430
mystagogique,mistagogique,125455
mythifiait,mitifiait,125460
mythisation,mitisation,125462
mythologisé,mitologisé,125463
mâchonna,mâchona,125476
mâchonnaient,mâchonaient,125477
mâchonnais,mâchonais,125478
mâchonnent,mâchonent,125480
mâchonné,mâchoné,125481
mâconnaise,mâconaise,125489
méandreux,méandreus,125498
méconnaissais,méconaissais,125508
méconnaissant,méconaissant,125509
méconnaisse,méconaisse,125510
méconnaîtra,méconaîtra,125511
mélancolieux,mélancolieus,125571
mésalliés,mésaliés,125617
métallise,métalise,125629
métallisent,métalisent,125630
métamorphosaient,métamorfosaient,125634
métamorphosait,métamorfosait,125635
métamorphosent,métamorfosent,125636
métamorphoseraient,métamorfoseraient,125637
métamorphoserait,métamorfoserait,125638
métamorphosez,métamorfosez,125639
métamorphosions,métamorfosions,125640
métamorphosât,métamorfosât,125641
métapsychologique,métapsicologique,125645
méthodisme,métodisme,125648
nappaient,napaient,125703
nappait,napait,125704
narghileh,narghilé,125712
narra,nara,125719
narrai,narai,125720
narrée,narée,125721
nasillonne,nasillone,125736
natta,nata,125745
nattée,natée,125749
nettoyai,nétoyai,125797
nettoyât,nétoyât,125799
nichonnée,nichonée,125811
nickelle,nickèle,125815
niellé,niélé,125827
nivellent,nivèlent,125860
nommai,nomai,125903
nommât,nomât,125904
nonette,nonète,125906
nonnain,nonain,125909
nourrirent,nourirent,125955
nourrît,nourît,125958
nouvelleté,nouvèleté,125959
nécrophagie,nécrofagie,126015
occasionna,ocasiona,126145
occasionnait,ocasionait,126146
occasionnèrent,ocasionèrent,126147
occlut,oclut,126152
occulta,oculta,126153
occultaient,ocultaient,126154
occultement,ocultement,126156
occupât,ocupât,126161
ocellés,ocèlés,126165
oenologues,eunologues,126199
oenophile,eunofile,126200
oeuvraient,euvraient,126203
oeuvrette,euvrète,126204
oeuvrions,euvrions,126206
offensaient,ofensaient,126207
offensais,ofensais,126208
offensons,ofensons,126209
offensèrent,ofensèrent,126210
officiaient,oficiaient,126212
officiais,oficiais,126213
officialisait,oficialisait,126214
offrît,ofrît,126222
offuscation,ofuscation,126223
offusquaient,ofusquaient,126225
offusquât,ofusquât,126227
offusquèrent,ofusquèrent,126228
ombellifères,ombèlifères,126273
omettaient,omètaient,126299
omettais,omètais,126300
omettait,omètait,126301
omette,omète,126302
omphalos,onfalos,126308
opothérapiques,opotérapiques,126374
opposai,oposai,126376
opposerions,oposerions,126377
oppositionnelle,opositionèle,126378
opposât,oposât,126379
oppressa,opressa,126380
orchestraient,orquestraient,126415
orchestrent,orquestrent,126417
ordonnancée,ordonancée,126423
orphique,orfique,126473
orphisme,orfisme,126475
orphée,orfée,126476
orthographiait,ortografiait,126482
ouateux,ouateus,126516
ouraniennes,ouraniènes,126541
ovationnaient,ovationaient,126605
oxfordiennes,oxfordiènes,126613
oxonienne,oxoniène,126616
oxydée,oxidée,126618
palissonnage,palissonage,126715
palliait,paliait,126717
panamienne,panamiène,126766
pannais,panais,126787
pannait,panait,126788
panner,paner,126789
papillonna,papillona,126849
papillonnaient,papillonaient,126850
papillonné,papilloné,126854
paraffiné,parafiné,126884
paralysais,paralisais,126896
paralysât,paralisât,126897
paralysèrent,paralisèrent,126898
paraphait,parafait,126900
paraphant,parafant,126901
paraphrasa,parafrasa,126904
paraphrasait,parafrasait,126905
paraphrasé,parafrasé,126907
parcourrez,parcourez,126924
pardonnaient,pardonaient,126927
pardonnât,pardonât,126928
parthe,parte,127012
parthénogénèse,parténogénèse,127015
pascaliennes,pascaliènes,127048
passionnai,passionai,127061
passionnons,passionons,127064
passionnèrent,passionèrent,127065
pastophore,pastofore,127081
pelletaient,pèletaient,127224
pelletait,pèletait,127225
pelletant,pèletant,127226
pellette,pèlète,127228
pelliculages,pèliculages,127229
pelotonna,pelotona,127235
pelotonnai,pelotonai,127236
pelotonnait,pelotonait,127238
pelotonnant,pelotonant,127239
pelotonne,pelotone,127240
pelotonnent,pelotonent,127241
pelotonné,pelotoné,127242
pensionna,pensiona,127274
perchettes,perchètes,127298
perfectionna,perfectiona,127316
perfectionnaient,perfectionaient,127317
perfectionnais,perfectionais,127318
perfectionnant,perfectionant,127319
perfectionnent,perfectionent,127320
perfectionnerais,perfectionerais,127321
perrières,pèrières,127359
personnalisaient,personalisaient,127379
personnalise,personalise,127380
personnalisent,personalisent,127381
personnifiaient,personifiaient,127383
personnifiant,personifiant,127384
persévéramment,persévérament,127395
peuhl,peul,127424
peulh,peul,127425
phalangisme,falangisme,127436
phallologie,falologie,127442
phallophore,falofore,127443
philarète,filarète,127455
philarète,filarète,127456
philosophaient,filosofaient,127464
philosophaillerie,filosofaillerie,127465
philosophait,filosofait,127466
philosophal,filosofal,127467
philosophant,filosofant,127469
philosophant,filosofant,127470
philosophard,filosofard,127471
philosémites,filosémites,127473
philosémitisme,filosémitisme,127474
philotechnique,filotecnique,127475
photographierions,fotografierions,127490
photographiât,fotografiât,127491
phrasée,frasée,127497
phrygien,frigien,127500
phrénologues,frénologues,127504
phénique,fénique,127511
piaffa,piafa,127514
piaffaient,piafaient,127515
piaffait,piafait,127516
piaffé,piafé,127525
pierrière,pièrière,127596
pierrures,piérures,127597
piffait,pifait,127600
piffre,pifre,127601
piffé,pifé,127602
pilonnera,pilonera,127621
pilonneurs,piloneurs,127622
pirandellienne,pirandèliène,127703
pirolle,pirole,127708
pirouetta,pirouèta,127709
pirouettais,pirouètais,127710
pirouettait,pirouètait,127711
pirouettant,pirouètant,127712
pistonnais,pistonais,127729
pitonnant,pitonant,127742
plafonnant,plafonant,127785
plafonnière,plafonière,127787
plafonnons,plafonons,127788
plastronnaient,plastronaient,127831
plastronnait,plastronait,127832
plastronnant,plastronant,127833
plastronne,plastrone,127834
plastronnent,plastronent,127835
plastronneur,plastroneur,127837
poileux,poileus,127986
poinçonnait,poinçonait,128004
poinçonneraient,poinçoneraient,128005
polychromé,policromé,128074
polychromées,policromées,128075
polycopiait,policopiait,128076
polyphone,polifone,128085
pommadin,pomadin,128096
pommadé,pomadé,128097
pommadé,pomadé,128098
pommadées,pomadées,128099
pommaient,pomaient,128102
pomponna,pompona,128118
pomponnaient,pomponaient,128119
pomponnait,pomponait,128120
pomponnant,pomponant,128121
pomponniez,pomponiez,128122
poméranienne,poméraniène,128125
ponctionna,ponctiona,128134
ponctionnait,ponctionait,128135
poquette,poquète,128185
postillonna,postillona,128218
postillonnait,postillonait,128219
pouffa,poufa,128260
pouffaient,poufaient,128261
pouffant,poufant,128262
pouffant,poufant,128263
pouffante,poufante,128264
pouffement,poufement,128266
poufferais,pouferais,128268
poufferait,pouferait,128269
pouffions,poufions,128270
pouffons,poufons,128271
pouffèrent,poufèrent,128272
pouffé,poufé,128273
poulottant,poulotant,128291
poulotter,pouloter,128292
pouponnent,pouponent,128299
pourrirent,pourirent,128321
pourrissaient,pourissaient,128322
pourrisseur,pourisseur,128323
pradelle,pradèle,128351
pradelle,pradèle,128352
processionnaient,processionaient,128441
processionnant,processionant,128444
procommuniste,procomuniste,128457
projetterait,projèterait,128538
projetteriez,projèteriez,128539
promettraient,promètraient,128565
promettrait,promètrait,128566
promotionnait,promotionait,128570
prophétisaient,profétisaient,128595
prophétisait,profétisait,128596
prophétisez,profétisez,128597
prostitutionnel,prostitutionel,128638
prosélytique,prosélitique,128644
proustienne,proustiène,128667
provisionnons,provisionons,128677
précelles,précèles,128704
préhensives,préensives,128776
préhominien,préominien,128778
prénomma,prénoma,128815
prénommaient,prénomaient,128816
prénommant,prénomant,128817
prénommât,prénomât,128819
préoccupai,préocupai,128820
préoccupions,préocupions,128821
préoccupât,préocupât,128822
préoccupèrent,préocupèrent,128823
prérévolutionnaire,prérévolutionaire,128835
psychanalyserai,psicanaliserai,128903
psychologisation,psicologisation,128910
pucheux,pucheus,128923
puisette,puisète,128939
pullula,pulula,128943
pullulait,pululait,128944
pullulant,pululant,128945
pullulantes,pululantes,128946
pyramidalement,piramidalement,129010
pyramidé,piramidé,129011
pyrogravées,pirogravées,129012
pythonisse,pitonisse,129024
pâlichonne,pâlichone,129028
pécunieux,pécunieus,129076
pédophiliques,pédofiliques,129098
pérennise,pérènise,129144
pétitionnent,pétitionent,129197
quarrez,quarez,129252
querella,querèla,129262
querellais,querèlais,129263
querellèrent,querèlèrent,129266
questionnerait,questionerait,129267
questionnions,questionions,129270
questionnât,questionât,129271
questionnèrent,questionèrent,129272
quittassent,quitassent,129313
rabattaient,rabataient,129346
rabattant,rabatant,129347
rabattant,rabatant,129348
rabattions,rabations,129349
rabattirent,rabatirent,129350
rabattis,rabatis,129351
rabattraient,rabatraient,129352
rabattrait,rabatrait,129353
rabattrons,rabatrons,129355
rabonnir,rabonir,129369
raccommoda,racomoda,129401
raccommodaient,racomodaient,129403
raccommodera,racomodera,129405
raccommodez,racomodez,129407
raccompagnai,racompagnai,129409
raccompagnaient,racompagnaient,129410
raccompagnerez,racompagnerez,129411
raccompagnèrent,racompagnèrent,129412
raccordait,racordait,129414
raccordent,racordent,129415
raccorderait,racorderait,129416
raccourcirons,racourcirons,129417
raccourcissaient,racourcissaient,129418
raccrocheraient,racrocheraient,129421
raccrochèrent,racrochèrent,129424
raccusa,racusa,129427
radiodiffusée,radiodifusée,129474
radiographiant,radiografiant,129477
radiographient,radiografient,129478
radjah,radja,129487
raffermissait,rafermissait,129500
raffermissent,rafermissent,129501
raffermit,rafermit,129502
raffinait,rafinait,129503
raffinant,rafinant,129504
raffoliez,rafoliez,129505
raisonna,raisona,129560
raisonnai,raisonai,129561
raisonnaient,raisonaient,129562
raisonnassent,raisonassent,129564
raisonniez,raisoniez,129570
ralliai,raliai,129590
ralliaient,raliaient,129591
ralliassent,raliassent,129593
rallieriez,ralieriez,129595
rallongea,ralongea,129598
ralluma,raluma,129599
rallumai,ralumai,129600
rallumèrent,ralumèrent,129602
rallège,ralège,129603
ramarraient,ramaraient,129610
ramarrer,ramarer,129611
ramollirent,ramolirent,129651
randonnait,randonait,129678
rançonnaient,rançonaient,129692
rançonnait,rançonait,129693
raphé,rafé,129716
rappelât,rapelât,129729
rappliqua,rapliqua,129730
rappliquais,rapliquais,129731
rappliquait,rapliquait,129732
rappliqueriez,rapliqueriez,129733
rappliquèrent,rapliquèrent,129734
rapportai,raportai,129735
rapportât,raportât,129737
rappris,rapris,129740
rapprocheront,raprocheront,129741
rapprocheur,raprocheur,129742
rapprochât,raprochât,129743
rappropriait,rapropriait,129744
ratonnent,ratonent,129830
rattacha,ratacha,129832
rattachaient,ratachaient,129833
rattachais,ratachais,129834
rattacherait,ratacherait,129835
rattachions,ratachions,129836
rattachons,ratachons,129837
rattachât,ratachât,129838
rattrapai,ratrapai,129839
rattrapions,ratrapions,129840
rattrapât,ratrapât,129841
ravennate,ravenate,129879
rayonna,rayona,129905
rayonnaient,rayonaient,129906
rayonnerait,rayonerait,129907
rebarré,rebaré,129920
rebattait,rebatait,129923
rebattit,rebatit,129924
rebellât,rebèlât,129934
rebiffai,rebifai,129935
rebiffaient,rebifaient,129936
rebiffait,rebifait,129937
rebiffant,rebifant,129938
rebiffèrent,rebifèrent,129939
rebourrer,rebourer,129964
reboutonna,reboutona,129967
reboutonnaient,reboutonaient,129968
reboutonnais,reboutonais,129969
reboutonnant,reboutonant,129970
reboutonnerait,reboutonerait,129971
reboutonnèrent,reboutonèrent,129972
reboutonné,reboutoné,129973
rebraguetté,rebraguèté,129976
recoiffa,recoifa,130047
recoiffai,recoifai,130048
recoiffaient,recoifaient,130049
recoiffèrent,recoifèrent,130050
recoiffé,recoifé,130051
recoiffée,recoifée,130052
recolla,recola,130054
recollait,recolait,130056
recommanda,recomanda,130058
recommandai,recomandai,130059
